Title,Date,RoomType,Season,OccupancyRate,BasePrice,Competitor,ID,haveConnectingRooms,availableViews
,"August 21, 2021",Deluxe,Peak Season,10,150,Fandak Al Fakhama,599,FALSE,city
,"August 22, 2021",Suite,Peak Season,10,250,Muntaaz Al Bahar,600,FALSE,sea
,"August 23, 2021",Standard,Peak Season,18,100,Fandak Al Madina,601,TRUE,mountain
,"August 24, 2021",Deluxe,Peak Season,18,150,Fandak Al Fakhama,602,FALSE,sea
,"August 25, 2021",Suite,Peak Season,18,250,Muntaaz Al Bahar,603,FALSE,city
,"August 26, 2021",Standard,Peak Season,55,100,Nazl Al Jabal,604,FALSE,sea
,"August 27, 2021",Deluxe,Peak Season,55,150,Nazl Al Iqtisad,605,TRUE,mountain
,"August 28, 2021",Suite,Peak Season,55,250,Fandak Al Madina,606,TRUE,sea
,"August 29, 2021",Standard,Peak Season,32,100,Fandak Al Madina,607,TRUE,garden
,"August 30, 2021",Deluxe,Peak Season,32,150,Muntaaz Al Bahar,608,FALSE,city
,"August 31, 2021",Suite,Peak Season,32,250,Fandak Al Fakhama,609,FALSE,city
,"September 1, 2021",Standard,Peak Season,1,100,Nazl Al Jabal,610,FALSE,city
,"September 2, 2021",Deluxe,Peak Season,1,150,Muntaaz Al Bahar,611,TRUE,mountain
,"September 3, 2021",Suite,Peak Season,1,250,Nazl Al Iqtisad,612,FALSE,city
,"September 4, 2021",Standard,Peak Season,36,100,Nazl Al Iqtisad,613,FALSE,garden
,"September 5, 2021",Deluxe,Peak Season,36,150,Nazl Al Iqtisad,614,FALSE,mountain
,"September 6, 2021",Suite,Peak Season,36,250,Muntaaz Al Bahar,615,FALSE,garden
,"September 7, 2021",Standard,Peak Season,71,100,Nazl Al Jabal,616,TRUE,sea
,"September 8, 2021",Deluxe,Peak Season,71,150,Fandak Al Madina,617,TRUE,sea
,"September 9, 2021",Suite,Peak Season,71,250,Fandak Al Fakhama,618,FALSE,sea
,"September 10, 2021",Standard,Peak Season,86,100,Fandak Al Madina,619,TRUE,sea
,"September 11, 2021",Deluxe,Peak Season,86,150,Nazl Al Jabal,620,TRUE,garden
,"September 12, 2021",Suite,Peak Season,86,250,Fandak Al Madina,621,FALSE,mountain
,"September 13, 2021",Standard,Peak Season,6,100,Muntaaz Al Bahar,622,FALSE,mountain
,"September 14, 2021",Deluxe,Peak Season,6,150,Nazl Al Iqtisad,623,TRUE,city
,"September 15, 2021",Suite,Peak Season,6,250,Nazl Al Jabal,624,FALSE,garden
,"September 16, 2021",Standard,Peak Season,32,100,Nazl Al Jabal,625,TRUE,sea
,"September 17, 2021",Deluxe,Peak Season,32,150,Fandak Al Madina,626,FALSE,garden
,"September 18, 2021",Suite,Peak Season,32,250,Muntaaz Al Bahar,627,TRUE,city
,"September 19, 2021",Standard,Peak Season,32,100,Fandak Al Madina,628,FALSE,city
,"September 20, 2021",Deluxe,Peak Season,32,150,Fandak Al Madina,629,TRUE,garden
,"September 21, 2021",Suite,Peak Season,32,250,Nazl Al Jabal,630,TRUE,garden
,"September 22, 2021",Standard,Peak Season,26,100,Fandak Al Madina,631,TRUE,garden
,"September 23, 2021",Deluxe,Peak Season,26,150,Nazl Al Iqtisad,632,FALSE,mountain
,"September 24, 2021",Suite,Peak Season,26,250,Fandak Al Madina,633,TRUE,sea
,"September 25, 2021",Standard,Peak Season,87,100,Nazl Al Iqtisad,634,TRUE,garden
,"September 26, 2021",Deluxe,Peak Season,87,150,Nazl Al Jabal,635,FALSE,garden
,"September 27, 2021",Suite,Peak Season,87,250,Muntaaz Al Bahar,636,FALSE,garden
,"September 28, 2021",Standard,Peak Season,6,100,Nazl Al Iqtisad,637,TRUE,city
,"September 29, 2021",Deluxe,Peak Season,6,150,Muntaaz Al Bahar,638,TRUE,city
,"September 30, 2021",Suite,Peak Season,6,250,Muntaaz Al Bahar,639,FALSE,mountain
,"October 1, 2021",Standard,Peak Season,80,100,Nazl Al Iqtisad,640,FALSE,sea
,"October 2, 2021",Deluxe,Peak Season,80,150,Nazl Al Jabal,641,FALSE,mountain
,"October 3, 2021",Suite,Peak Season,80,250,Fandak Al Fakhama,642,FALSE,sea
,"October 4, 2021",Standard,Peak Season,58,100,Muntaaz Al Bahar,643,FALSE,city
,"October 5, 2021",Deluxe,Peak Season,58,150,Muntaaz Al Bahar,644,TRUE,city
,"October 6, 2021",Suite,Peak Season,58,250,Nazl Al Jabal,645,FALSE,city
,"October 7, 2021",Standard,Peak Season,81,100,Nazl Al Jabal,646,TRUE,mountain
,"October 8, 2021",Deluxe,Peak Season,81,150,Fandak Al Madina,647,TRUE,garden
,"October 9, 2021",Suite,Peak Season,81,250,Nazl Al Jabal,648,TRUE,garden
,"October 10, 2021",Standard,Peak Season,87,100,Muntaaz Al Bahar,649,FALSE,city
,"October 11, 2021",Deluxe,Peak Season,87,150,Nazl Al Iqtisad,650,TRUE,garden
,"October 12, 2021",Suite,Peak Season,87,250,Fandak Al Fakhama,651,TRUE,garden
,"October 13, 2021",Standard,Peak Season,73,100,Fandak Al Madina,652,FALSE,mountain
,"October 14, 2021",Deluxe,Peak Season,73,150,Nazl Al Iqtisad,653,TRUE,sea
,"October 15, 2021",Suite,Peak Season,73,250,Fandak Al Fakhama,654,TRUE,city
,"October 16, 2021",Standard,Peak Season,95,100,Fandak Al Fakhama,655,FALSE,city
,"October 17, 2021",Deluxe,Peak Season,95,150,Fandak Al Fakhama,656,TRUE,mountain
,"October 18, 2021",Suite,Peak Season,95,250,Nazl Al Iqtisad,657,TRUE,mountain
,"October 19, 2021",Standard,Peak Season,12,100,Fandak Al Madina,658,TRUE,garden
,"October 20, 2021",Deluxe,Peak Season,12,150,Fandak Al Madina,659,FALSE,city
,"October 21, 2021",Suite,Peak Season,12,250,Fandak Al Fakhama,660,FALSE,sea
,"October 22, 2021",Standard,Peak Season,43,100,Nazl Al Iqtisad,661,FALSE,mountain
,"October 23, 2021",Deluxe,Peak Season,43,150,Fandak Al Fakhama,662,TRUE,sea
,"October 24, 2021",Suite,Peak Season,43,250,Nazl Al Jabal,663,TRUE,sea
,"October 25, 2021",Standard,Peak Season,70,100,Fandak Al Madina,664,FALSE,city
,"October 26, 2021",Deluxe,Peak Season,70,150,Muntaaz Al Bahar,665,TRUE,city
,"October 27, 2021",Suite,Peak Season,70,250,Fandak Al Fakhama,666,TRUE,mountain
,"October 28, 2021",Standard,Peak Season,96,100,Nazl Al Jabal,667,FALSE,city
,"October 29, 2021",Deluxe,Peak Season,96,150,Fandak Al Madina,668,FALSE,city
,"October 30, 2021",Suite,Peak Season,96,250,Nazl Al Iqtisad,669,TRUE,city
,"October 31, 2021",Standard,Peak Season,32,100,Fandak Al Madina,670,TRUE,sea
,"November 1, 2021",Deluxe,Peak Season,32,150,Nazl Al Iqtisad,671,TRUE,mountain
,"November 2, 2021",Suite,Peak Season,32,250,Nazl Al Iqtisad,672,FALSE,garden
,"November 3, 2021",Standard,Peak Season,34,100,Fandak Al Fakhama,673,FALSE,sea
,"November 4, 2021",Deluxe,Peak Season,34,150,Fandak Al Fakhama,674,FALSE,city
,"November 5, 2021",Suite,Peak Season,34,250,Fandak Al Madina,675,FALSE,sea
,"November 6, 2021",Standard,Peak Season,11,100,Nazl Al Jabal,676,TRUE,city
,"November 7, 2021",Deluxe,Peak Season,11,150,Fandak Al Madina,677,FALSE,city
,"November 8, 2021",Suite,Peak Season,11,250,Muntaaz Al Bahar,678,FALSE,sea
,"November 9, 2021",Standard,Peak Season,88,100,Nazl Al Iqtisad,679,FALSE,mountain
,"November 10, 2021",Deluxe,Peak Season,88,150,Nazl Al Iqtisad,680,FALSE,city
,"November 11, 2021",Suite,Peak Season,88,250,Fandak Al Fakhama,681,FALSE,mountain
,"November 12, 2021",Standard,Peak Season,99,100,Nazl Al Jabal,682,TRUE,garden
,"November 13, 2021",Deluxe,Peak Season,99,150,Fandak Al Fakhama,683,TRUE,city
,"November 14, 2021",Suite,Peak Season,99,250,Muntaaz Al Bahar,684,FALSE,mountain
,"November 15, 2021",Standard,Peak Season,19,100,Fandak Al Madina,685,TRUE,mountain
,"November 16, 2021",Deluxe,Peak Season,19,150,Fandak Al Madina,686,FALSE,garden
,"November 17, 2021",Suite,Peak Season,19,250,Nazl Al Jabal,687,FALSE,mountain
,"November 18, 2021",Standard,Peak Season,89,100,Fandak Al Fakhama,688,TRUE,mountain
,"November 19, 2021",Deluxe,Peak Season,89,150,Fandak Al Fakhama,689,TRUE,garden
,"November 20, 2021",Suite,Peak Season,89,250,Muntaaz Al Bahar,690,FALSE,city
,"November 21, 2021",Standard,Peak Season,69,100,Fandak Al Madina,691,FALSE,mountain
,"November 22, 2021",Deluxe,Peak Season,69,150,Fandak Al Fakhama,692,FALSE,mountain
,"November 23, 2021",Suite,Peak Season,69,250,Nazl Al Jabal,693,TRUE,mountain
,"November 24, 2021",Standard,Peak Season,87,100,Fandak Al Madina,694,FALSE,sea
,"November 25, 2021",Deluxe,Peak Season,87,150,Muntaaz Al Bahar,695,FALSE,garden
,"November 26, 2021",Suite,Peak Season,87,250,Nazl Al Jabal,696,FALSE,sea
,"November 27, 2021",Standard,Peak Season,43,100,Nazl Al Iqtisad,697,TRUE,garden
,"November 28, 2021",Deluxe,Peak Season,43,150,Muntaaz Al Bahar,698,FALSE,city
,"November 29, 2021",Suite,Peak Season,43,250,Nazl Al Jabal,699,FALSE,city
,"November 30, 2021",Standard,Peak Season,58,100,Fandak Al Fakhama,700,TRUE,mountain
,"December 1, 2021",Deluxe,Peak Season,58,150,Nazl Al Iqtisad,701,FALSE,garden
,"December 2, 2021",Suite,Peak Season,58,250,Muntaaz Al Bahar,702,FALSE,city
,"December 3, 2021",Standard,Peak Season,98,100,Fandak Al Fakhama,703,TRUE,garden
,"December 4, 2021",Deluxe,Peak Season,98,150,Nazl Al Iqtisad,704,FALSE,city
,"December 5, 2021",Suite,Peak Season,98,250,Fandak Al Madina,705,TRUE,sea
,"December 6, 2021",Standard,Peak Season,79,100,Fandak Al Fakhama,706,TRUE,city
,"December 7, 2021",Deluxe,Peak Season,79,150,Nazl Al Jabal,707,FALSE,sea
,"December 8, 2021",Suite,Peak Season,79,250,Muntaaz Al Bahar,708,FALSE,city
,"December 9, 2021",Standard,Peak Season,60,100,Nazl Al Iqtisad,709,FALSE,mountain
,"December 10, 2021",Deluxe,Peak Season,60,150,Fandak Al Fakhama,710,FALSE,sea
,"December 11, 2021",Suite,Peak Season,60,250,Fandak Al Madina,711,TRUE,city
,"December 12, 2021",Standard,Peak Season,52,100,Muntaaz Al Bahar,712,FALSE,mountain
,"December 13, 2021",Deluxe,Peak Season,52,150,Muntaaz Al Bahar,713,TRUE,sea
,"December 14, 2021",Suite,Peak Season,52,250,Fandak Al Fakhama,714,FALSE,mountain
,"December 15, 2021",Standard,Peak Season,18,100,Fandak Al Madina,715,FALSE,garden
,"December 16, 2021",Deluxe,Peak Season,18,150,Nazl Al Iqtisad,716,FALSE,garden
,"December 17, 2021",Suite,Peak Season,18,250,Fandak Al Fakhama,717,TRUE,sea
,"December 18, 2021",Standard,Peak Season,11,100,Nazl Al Iqtisad,718,FALSE,city
,"December 19, 2021",Deluxe,Peak Season,11,150,Muntaaz Al Bahar,719,FALSE,sea
,"December 20, 2021",Suite,Peak Season,11,250,Nazl Al Iqtisad,720,FALSE,mountain
,"December 21, 2021",Standard,Peak Season,53,100,Fandak Al Madina,721,FALSE,city
,"December 22, 2021",Deluxe,Peak Season,53,150,Nazl Al Jabal,722,TRUE,garden
,"December 23, 2021",Suite,Peak Season,53,250,Fandak Al Madina,723,FALSE,city
,"December 24, 2021",Standard,Peak Season,83,100,Nazl Al Iqtisad,724,TRUE,garden
,"December 25, 2021",Deluxe,Peak Season,83,150,Fandak Al Fakhama,725,TRUE,city
,"December 26, 2021",Suite,Peak Season,83,250,Muntaaz Al Bahar,726,TRUE,city
,"December 27, 2021",Standard,Peak Season,67,100,Nazl Al Jabal,727,TRUE,city
,"December 28, 2021",Deluxe,Peak Season,67,150,Fandak Al Fakhama,728,TRUE,mountain
,"December 29, 2021",Suite,Peak Season,67,250,Fandak Al Fakhama,729,TRUE,mountain
,"December 30, 2021",Standard,Peak Season,54,100,Fandak Al Madina,730,FALSE,sea
,"December 31, 2021",Deluxe,Peak Season,54,150,Nazl Al Iqtisad,731,TRUE,sea
,"January 1, 2022",Suite,Peak Season,54,250,Fandak Al Madina,732,TRUE,garden
,"January 2, 2022",Standard,Peak Season,11,100,Nazl Al Iqtisad,733,TRUE,mountain
,"January 3, 2022",Deluxe,Peak Season,11,150,Fandak Al Madina,734,FALSE,garden
,"January 4, 2022",Suite,Peak Season,11,250,Fandak Al Fakhama,735,FALSE,sea
,"January 5, 2022",Standard,Peak Season,35,100,Muntaaz Al Bahar,736,TRUE,garden
,"January 6, 2022",Deluxe,Peak Season,35,150,Nazl Al Iqtisad,737,FALSE,sea
,"January 7, 2022",Suite,Peak Season,35,250,Nazl Al Jabal,738,TRUE,mountain
,"January 8, 2022",Standard,Peak Season,56,100,Nazl Al Jabal,739,TRUE,city
,"January 9, 2022",Deluxe,Peak Season,56,150,Fandak Al Fakhama,740,FALSE,mountain
,"January 10, 2022",Suite,Peak Season,56,250,Fandak Al Madina,741,TRUE,garden
,"January 11, 2022",Standard,Peak Season,92,100,Fandak Al Madina,742,FALSE,garden
,"January 12, 2022",Deluxe,Peak Season,92,150,Fandak Al Fakhama,743,FALSE,mountain
,"January 13, 2022",Suite,Peak Season,92,250,Nazl Al Jabal,744,TRUE,mountain
,"January 14, 2022",Standard,Peak Season,49,100,Nazl Al Jabal,745,TRUE,sea
,"January 15, 2022",Deluxe,Peak Season,49,150,Fandak Al Madina,746,FALSE,garden
,"January 16, 2022",Suite,Peak Season,49,250,Nazl Al Iqtisad,747,TRUE,garden
,"January 17, 2022",Standard,Peak Season,92,100,Muntaaz Al Bahar,748,TRUE,mountain
,"January 18, 2022",Deluxe,Peak Season,92,150,Nazl Al Iqtisad,749,TRUE,city
,"January 19, 2022",Suite,Peak Season,92,250,Nazl Al Jabal,750,FALSE,garden
,"January 20, 2022",Standard,Peak Season,74,100,Nazl Al Iqtisad,751,FALSE,city
,"January 21, 2022",Deluxe,Peak Season,74,150,Muntaaz Al Bahar,752,TRUE,mountain
,"January 22, 2022",Suite,Peak Season,74,250,Nazl Al Iqtisad,753,FALSE,mountain
,"January 23, 2022",Standard,Peak Season,59,100,Nazl Al Iqtisad,754,FALSE,sea
,"January 24, 2022",Deluxe,Peak Season,59,150,Nazl Al Iqtisad,755,FALSE,garden
,"January 25, 2022",Suite,Peak Season,59,250,Nazl Al Iqtisad,756,FALSE,city
,"January 26, 2022",Standard,Peak Season,99,100,Fandak Al Fakhama,757,FALSE,sea
,"January 27, 2022",Deluxe,Peak Season,99,150,Nazl Al Jabal,758,TRUE,garden
,"January 28, 2022",Suite,Peak Season,99,250,Muntaaz Al Bahar,759,TRUE,sea
,"January 29, 2022",Standard,Peak Season,90,100,Nazl Al Jabal,760,TRUE,mountain
,"January 30, 2022",Deluxe,Peak Season,90,150,Fandak Al Fakhama,761,FALSE,garden
,"January 31, 2022",Suite,Peak Season,90,250,Fandak Al Fakhama,762,FALSE,sea
,"February 1, 2022",Standard,Peak Season,69,100,Fandak Al Fakhama,763,TRUE,sea
,"February 2, 2022",Deluxe,Peak Season,69,150,Fandak Al Fakhama,764,FALSE,city
,"February 3, 2022",Suite,Peak Season,69,250,Nazl Al Iqtisad,765,TRUE,sea
,"February 4, 2022",Standard,Peak Season,54,100,Nazl Al Jabal,766,TRUE,garden
,"February 5, 2022",Deluxe,Peak Season,54,150,Fandak Al Madina,767,TRUE,garden
,"February 6, 2022",Suite,Peak Season,54,250,Muntaaz Al Bahar,768,FALSE,city
,"February 7, 2022",Standard,Peak Season,1,100,Fandak Al Fakhama,769,FALSE,garden
,"February 8, 2022",Deluxe,Peak Season,1,150,Nazl Al Jabal,770,TRUE,mountain
,"February 9, 2022",Suite,Peak Season,1,250,Fandak Al Fakhama,771,TRUE,garden
,"February 10, 2022",Standard,Peak Season,59,100,Fandak Al Fakhama,772,TRUE,garden
,"February 11, 2022",Deluxe,Peak Season,59,150,Fandak Al Fakhama,773,TRUE,sea
,"February 12, 2022",Suite,Peak Season,59,250,Fandak Al Fakhama,774,FALSE,sea
,"February 13, 2022",Standard,Peak Season,97,100,Fandak Al Fakhama,775,FALSE,garden
,"February 14, 2022",Deluxe,Peak Season,97,150,Muntaaz Al Bahar,776,TRUE,city
,"February 15, 2022",Suite,Peak Season,97,250,Nazl Al Jabal,777,TRUE,sea
,"February 16, 2022",Standard,Peak Season,15,100,Fandak Al Fakhama,778,FALSE,city
,"February 17, 2022",Deluxe,Peak Season,15,150,Fandak Al Fakhama,779,FALSE,garden
,"February 18, 2022",Suite,Peak Season,15,250,Fandak Al Fakhama,780,TRUE,garden
,"February 19, 2022",Standard,Peak Season,86,100,Fandak Al Fakhama,781,TRUE,mountain
,"February 20, 2022",Deluxe,Peak Season,86,150,Nazl Al Iqtisad,782,TRUE,sea
,"February 21, 2022",Suite,Peak Season,86,250,Nazl Al Iqtisad,783,FALSE,garden
,"February 22, 2022",Standard,Peak Season,65,100,Fandak Al Madina,784,FALSE,mountain
,"February 23, 2022",Deluxe,Peak Season,65,150,Fandak Al Fakhama,785,FALSE,sea
,"February 24, 2022",Suite,Peak Season,65,250,Fandak Al Madina,786,TRUE,garden
,"February 25, 2022",Standard,Peak Season,47,100,Muntaaz Al Bahar,787,TRUE,garden
,"February 26, 2022",Deluxe,Peak Season,47,150,Fandak Al Madina,788,FALSE,sea
,"February 27, 2022",Suite,Peak Season,47,250,Nazl Al Jabal,789,FALSE,sea
,"February 28, 2022",Standard,Peak Season,50,100,Nazl Al Iqtisad,790,TRUE,sea
,"March 1, 2022",Deluxe,Peak Season,50,150,Nazl Al Iqtisad,791,FALSE,garden
,"March 2, 2022",Suite,Peak Season,50,250,Fandak Al Fakhama,792,FALSE,garden
,"March 3, 2022",Standard,Peak Season,15,100,Fandak Al Fakhama,793,TRUE,mountain
,"March 4, 2022",Deluxe,Peak Season,15,150,Muntaaz Al Bahar,794,FALSE,city
,"March 5, 2022",Suite,Peak Season,15,250,Muntaaz Al Bahar,795,TRUE,sea
,"March 6, 2022",Standard,Peak Season,88,100,Nazl Al Jabal,796,TRUE,garden
,"March 7, 2022",Deluxe,Peak Season,88,150,Fandak Al Fakhama,797,TRUE,garden
,"March 8, 2022",Suite,Peak Season,88,250,Fandak Al Fakhama,798,TRUE,sea
,"March 9, 2022",Standard,Peak Season,10,100,Muntaaz Al Bahar,799,TRUE,city
,"March 10, 2022",Deluxe,Peak Season,10,150,Muntaaz Al Bahar,800,TRUE,sea
,"March 11, 2022",Suite,Peak Season,10,250,Muntaaz Al Bahar,801,TRUE,city
,"March 12, 2022",Standard,Peak Season,29,100,Nazl Al Iqtisad,802,FALSE,garden
,"March 13, 2022",Deluxe,Peak Season,29,150,Fandak Al Madina,803,TRUE,city
,"March 14, 2022",Suite,Peak Season,29,250,Fandak Al Madina,804,TRUE,mountain
,"March 15, 2022",Standard,Peak Season,70,100,Fandak Al Fakhama,805,FALSE,garden
,"March 16, 2022",Deluxe,Peak Season,70,150,Nazl Al Iqtisad,806,FALSE,mountain
,"March 17, 2022",Suite,Peak Season,70,250,Muntaaz Al Bahar,807,FALSE,sea
,"March 18, 2022",Standard,Peak Season,53,100,Fandak Al Fakhama,808,TRUE,sea
,"March 19, 2022",Deluxe,Peak Season,53,150,Nazl Al Iqtisad,809,FALSE,sea
,"March 20, 2022",Suite,Peak Season,53,250,Nazl Al Jabal,810,TRUE,city
,"March 21, 2022",Standard,Peak Season,23,100,Nazl Al Iqtisad,811,TRUE,garden
,"March 22, 2022",Deluxe,Peak Season,23,150,Fandak Al Fakhama,812,TRUE,sea
,"March 23, 2022",Suite,Peak Season,23,250,Fandak Al Madina,813,TRUE,sea
,"March 24, 2022",Standard,Peak Season,89,100,Muntaaz Al Bahar,814,FALSE,garden
,"March 25, 2022",Deluxe,Peak Season,89,150,Nazl Al Jabal,815,FALSE,sea
,"March 26, 2022",Suite,Peak Season,89,250,Nazl Al Iqtisad,816,TRUE,mountain
,"March 27, 2022",Standard,Peak Season,66,100,Fandak Al Fakhama,817,TRUE,garden
,"March 28, 2022",Deluxe,Peak Season,66,150,Fandak Al Fakhama,818,TRUE,garden
,"March 29, 2022",Suite,Peak Season,66,250,Muntaaz Al Bahar,819,FALSE,garden
,"March 30, 2022",Standard,Off-Season,35,100,Fandak Al Fakhama,820,TRUE,mountain
,"March 31, 2022",Deluxe,Off-Season,35,150,Fandak Al Fakhama,821,TRUE,garden
,"April 1, 2022",Suite,Off-Season,35,250,Muntaaz Al Bahar,822,FALSE,mountain
,"April 2, 2022",Standard,Off-Season,41,100,Nazl Al Jabal,823,FALSE,garden
,"April 3, 2022",Deluxe,Off-Season,41,150,Fandak Al Madina,824,TRUE,city
,"April 4, 2022",Suite,Off-Season,41,250,Fandak Al Madina,825,FALSE,sea
,"April 5, 2022",Standard,Off-Season,4,100,Nazl Al Iqtisad,826,FALSE,city
,"April 6, 2022",Deluxe,Off-Season,4,150,Nazl Al Jabal,827,TRUE,sea
,"April 7, 2022",Suite,Off-Season,4,250,Nazl Al Iqtisad,828,FALSE,mountain
,"April 8, 2022",Standard,Off-Season,89,100,Fandak Al Madina,829,TRUE,city
,"April 9, 2022",Deluxe,Off-Season,89,150,Muntaaz Al Bahar,830,FALSE,garden
,"April 10, 2022",Suite,Off-Season,89,250,Fandak Al Fakhama,831,TRUE,sea
,"April 11, 2022",Standard,Off-Season,49,100,Fandak Al Madina,832,TRUE,sea
,"April 12, 2022",Deluxe,Off-Season,49,150,Nazl Al Jabal,833,TRUE,city
,"April 13, 2022",Suite,Off-Season,49,250,Fandak Al Madina,834,FALSE,mountain
,"April 14, 2022",Standard,Off-Season,96,100,Nazl Al Jabal,835,TRUE,city
,"April 15, 2022",Deluxe,Off-Season,96,150,Nazl Al Jabal,836,FALSE,mountain
,"April 16, 2022",Suite,Off-Season,96,250,Nazl Al Jabal,837,TRUE,mountain
,"April 17, 2022",Standard,Off-Season,1,100,Nazl Al Iqtisad,838,TRUE,sea
,"April 18, 2022",Deluxe,Off-Season,1,150,Muntaaz Al Bahar,839,FALSE,city
,"April 19, 2022",Suite,Off-Season,1,250,Fandak Al Madina,840,TRUE,city
,"April 20, 2022",Standard,Off-Season,51,100,Muntaaz Al Bahar,841,TRUE,mountain
,"April 21, 2022",Deluxe,Off-Season,51,150,Fandak Al Fakhama,842,FALSE,city
,"April 22, 2022",Suite,Off-Season,51,250,Fandak Al Madina,843,TRUE,garden
,"April 23, 2022",Standard,Off-Season,28,100,Muntaaz Al Bahar,844,TRUE,garden
,"April 24, 2022",Deluxe,Off-Season,28,150,Muntaaz Al Bahar,845,TRUE,city
,"April 25, 2022",Suite,Off-Season,28,250,Fandak Al Fakhama,846,TRUE,city
,"April 26, 2022",Standard,Off-Season,1,100,Nazl Al Jabal,847,FALSE,mountain
,"April 27, 2022",Deluxe,Off-Season,1,150,Fandak Al Madina,848,FALSE,garden
,"April 28, 2022",Suite,Off-Season,1,250,Fandak Al Madina,849,TRUE,garden
,"April 29, 2022",Standard,Off-Season,70,100,Fandak Al Fakhama,850,FALSE,sea
,"April 30, 2022",Deluxe,Off-Season,70,150,Nazl Al Jabal,851,TRUE,mountain
,"May 1, 2022",Suite,Off-Season,70,250,Fandak Al Madina,852,FALSE,sea
,"May 2, 2022",Standard,Off-Season,3,100,Fandak Al Madina,853,TRUE,garden
,"May 3, 2022",Deluxe,Off-Season,3,150,Fandak Al Madina,854,TRUE,mountain
,"May 4, 2022",Suite,Off-Season,3,250,Nazl Al Jabal,855,TRUE,city
,"May 5, 2022",Standard,Off-Season,57,100,Fandak Al Fakhama,856,TRUE,mountain
,"May 6, 2022",Deluxe,Off-Season,57,150,Fandak Al Madina,857,TRUE,city
,"May 7, 2022",Suite,Off-Season,57,250,Muntaaz Al Bahar,858,TRUE,city
,"May 8, 2022",Standard,Off-Season,32,100,Nazl Al Jabal,859,FALSE,mountain
,"May 9, 2022",Deluxe,Off-Season,32,150,Nazl Al Iqtisad,860,TRUE,city
,"May 10, 2022",Suite,Off-Season,32,250,Fandak Al Fakhama,861,FALSE,sea
,"May 11, 2022",Standard,Off-Season,49,100,Muntaaz Al Bahar,862,TRUE,garden
,"May 12, 2022",Deluxe,Off-Season,49,150,Fandak Al Madina,863,FALSE,city
,"May 13, 2022",Suite,Off-Season,49,250,Nazl Al Iqtisad,864,FALSE,sea
,"May 14, 2022",Standard,Off-Season,2,100,Fandak Al Fakhama,865,FALSE,city
,"May 15, 2022",Deluxe,Off-Season,2,150,Nazl Al Jabal,866,TRUE,garden
,"May 16, 2022",Suite,Off-Season,2,250,Nazl Al Iqtisad,867,TRUE,sea
,"May 17, 2022",Standard,Off-Season,10,100,Nazl Al Iqtisad,868,FALSE,garden
,"May 18, 2022",Deluxe,Off-Season,10,150,Muntaaz Al Bahar,869,TRUE,garden
,"May 19, 2022",Suite,Off-Season,10,250,Fandak Al Fakhama,870,FALSE,sea
,"May 20, 2022",Standard,Off-Season,53,100,Muntaaz Al Bahar,871,TRUE,sea
,"May 21, 2022",Deluxe,Off-Season,53,150,Muntaaz Al Bahar,872,FALSE,sea
,"May 22, 2022",Suite,Off-Season,53,250,Fandak Al Madina,873,FALSE,mountain
,"May 23, 2022",Standard,Off-Season,88,100,Nazl Al Jabal,874,TRUE,sea
,"May 24, 2022",Deluxe,Off-Season,88,150,Nazl Al Iqtisad,875,FALSE,sea
,"May 25, 2022",Suite,Off-Season,88,250,Fandak Al Fakhama,876,TRUE,sea
,"May 26, 2022",Standard,Off-Season,95,100,Nazl Al Jabal,877,FALSE,sea
,"May 27, 2022",Deluxe,Off-Season,95,150,Nazl Al Jabal,878,FALSE,city
,"May 28, 2022",Suite,Off-Season,95,250,Fandak Al Fakhama,879,TRUE,mountain
,"May 29, 2022",Standard,Off-Season,100,100,Nazl Al Jabal,880,TRUE,garden
,"May 30, 2022",Deluxe,Off-Season,100,150,Fandak Al Madina,881,TRUE,sea
,"May 31, 2022",Suite,Off-Season,100,250,Nazl Al Jabal,882,FALSE,city
,"June 1, 2022",Standard,Off-Season,19,100,Fandak Al Madina,883,TRUE,city
,"June 2, 2022",Deluxe,Off-Season,19,150,Nazl Al Iqtisad,884,FALSE,city
,"June 3, 2022",Suite,Off-Season,19,250,Nazl Al Iqtisad,885,FALSE,garden
,"June 4, 2022",Standard,Off-Season,46,100,Muntaaz Al Bahar,886,TRUE,sea
,"June 5, 2022",Deluxe,Off-Season,46,150,Fandak Al Madina,887,TRUE,mountain
,"June 6, 2022",Suite,Off-Season,46,250,Nazl Al Iqtisad,888,FALSE,mountain
,"June 7, 2022",Standard,Off-Season,97,100,Nazl Al Jabal,889,FALSE,city
,"June 8, 2022",Deluxe,Off-Season,97,150,Fandak Al Fakhama,890,TRUE,garden
,"June 9, 2022",Suite,Off-Season,97,250,Fandak Al Fakhama,891,TRUE,garden
,"June 10, 2022",Standard,Off-Season,48,100,Fandak Al Madina,892,TRUE,garden
,"June 11, 2022",Deluxe,Off-Season,48,150,Muntaaz Al Bahar,893,TRUE,mountain
,"June 12, 2022",Suite,Off-Season,48,250,Nazl Al Jabal,894,TRUE,city
,"June 13, 2022",Standard,Off-Season,2,100,Fandak Al Madina,895,FALSE,sea
,"June 14, 2022",Deluxe,Off-Season,2,150,Fandak Al Fakhama,896,FALSE,mountain
,"June 15, 2022",Suite,Off-Season,2,250,Fandak Al Madina,897,FALSE,city
,"June 16, 2022",Standard,Off-Season,51,100,Nazl Al Jabal,898,FALSE,city
